company_id,type,rule_id,text,confidence_pct
SBIN,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99
SBIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SHREECEM,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,85
SHREECEM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SHRIRAMFIN,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
SHRIRAMFIN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90
SHRIRAMFIN,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,75
SHRIRAMFIN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,75
SHRIRAMFIN,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SIEMENS,pro,P07,Very high interest coverage ratio reflects negligible financial stress from debt servicing,85
SIEMENS,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,85
SIEMENS,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77
SIEMENS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
SIEMENS,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SUNPHARMA,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,77
SUNPHARMA,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,85
SUNPHARMA,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,92
SUNPHARMA,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
SUNPHARMA,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,82
TATACONSUM,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TATACONSUM,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
TATACONSUM,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,72
TATACONSUM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
TATACONSUM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,82
TATAMOTORS,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,85
TATAMOTORS,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,82
TATAPOWER,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,71
TATASTEEL,con,C04,Company reported a net loss in the most recent financial year,95
TATASTEEL,con,C05,Revenue contraction over 2 consecutive years indicates demand weakness or market share loss,88
TATASTEEL,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
TATASTEEL,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TCS,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TCS,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TECHM,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TITAN,con,C01,Debt-to-equity ratio of 2.22 is elevated for a non-financial company and warrants monitoring,85
TITAN,con,C08,Rising debt-to-equity ratio over 3 years suggests increasing financial leverage risk,88
TITAN,con,C11,Net debt exceeding 3 times EBITDA is a high leverage ratio and limits financial flexibility,90
TITAN,pro,P01,Consistently high return on equity above 20% demonstrates exceptional capital efficiency,85
TITAN,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,79
TITAN,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,70
TITAN,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,85
TITAN,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,77
TITAN,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TORNTPHARM,pro,P02,Strong free cash flow generation over 5 years signals healthy business fundamentals,90
TORNTPHARM,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,86
TORNTPHARM,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,93
TORNTPHARM,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
TORNTPHARM,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,82
TRENT,pro,P04,Revenue growing at above 15% CAGR over 5 years reflects strong business momentum,99
TRENT,pro,P06,Net profit compounding at above 20% over 5 years creates significant shareholder value,99
TRENT,pro,P08,Consistent dividend yield above 2% backed by positive free cash flow,85
TRENT,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,99
TRENT,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TRENT,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
TVSMOTOR,con,C02,Free cash flow negative for 3 consecutive years raises concern about cash generation quality,90
TVSMOTOR,pro,P09,Earnings per share growing above 15% CAGR indicates strong earnings quality and compounding,76
TVSMOTOR,pro,P10,Return on equity improving for 3 consecutive years shows strengthening business quality,85
TVSMOTOR,pro,P11,Revenue growing slower than profits shows improving operating leverage and scale benefits,78
TVSMOTOR,pro,P12,Growing asset base funded by internal accruals reflects self-sustaining growth,82
TORNTPHARM,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
MARUTI,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 10.5,65
M&M,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
ABB,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
TRENT,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 36.3,65
DRREDDY,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 12.6,65
EICHERMOT,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 11.0,65
GAIL,con,FC09,Profit growth below 10% over 5 years indicates moderate earnings momentum,73
RELIANCE,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
SBILIFE,con,FC09,Profit growth below 10% over 5 years indicates moderate earnings momentum,73
HAL,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
DIVISLAB,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
SHREECEM,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 10.3,65
DMART,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 20.5,65
HAVELLS,con,FC09,Earnings per share growth below 10% over 5 years indicates moderate earnings momentum,72
POWERGRID,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
HDFCLIFE,con,FC09,Profit growth below 10% over 5 years indicates moderate earnings momentum,73
HINDALCO,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 10.6,65
SIEMENS,con,FC03,Operating margin below 15% indicates comparatively limited operating cushion,69
SUNPHARMA,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 10.8,65
CIPLA,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
PNB,con,FC02,Free cash flow generation is currently negative and warrants monitoring,78
ICICIGI,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 11.1,65
TATACONSUM,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 14.9,65
BOSCHLTD,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
BPCL,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
BRITANNIA,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
PIDILITIND,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 11.8,65
ICICIPRULI,con,FC09,Profit growth below 10% over 5 years indicates moderate earnings momentum,73
TATAMOTORS,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
BEL,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 10.8,65
ONGC,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
IOC,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
IRCTC,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 18.0,65
ITC,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
TATAPOWER,con,FC09,Earnings per share growth below 10% over 5 years indicates moderate earnings momentum,72
BAJAJHLDNG,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 19.0,65
TCS,con,FC09,Profit growth below 10% over 5 years indicates moderate earnings momentum,73
JIOFIN,con,FC12,Limited historical financial coverage means business momentum should be monitored as additional data becomes available,61
JSWSTEEL,con,FC09,Profit growth below 10% over 5 years indicates moderate earnings momentum,73
APOLLOHOSP,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 14.7,65
TECHM,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
ATGL,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 21.1,65
NESTLEIND,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 14.5,65
LICI,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
ADANIPORTS,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 14.9,65
ADANIPOWER,con,FC12,Financial performance shows limited headroom on at least one tracked metric; the weakest observed indicator is 16.1,65
MOTHERSON,con,FC12,Revenue growth below 10% over 5 years indicates moderate business momentum,74
NAUKRI,con,FC02,Free cash flow generation is currently negative and warrants monitoring,78
BHEL,pro,FP09,Low debt-to-equity leverage provides greater financial flexibility,80
DIVISLAB,pro,FP09,Low debt-to-equity leverage provides greater financial flexibility,80
GODREJCP,pro,FP09,Low debt-to-equity leverage provides greater financial flexibility,80
JINDALSTEL,pro,FP09,Low debt-to-equity leverage provides greater financial flexibility,80
NTPC,pro,FP04,Revenue growing at 10% or more CAGR over 5 years indicates positive business momentum,80
